0,1916,9.910
6,1918,3.370
1,1922,6.850
2,1936,7.610
4,1939,6.640
0,1941,10.640
6,1942,4.340
1,1946,7.620
6,1948,3.930
4,1951,5.990
2,1953,8.280
3,1960,2.730
0,1967,11.140
4,1974,6.760
5,1976,8.510
1,1981,8.100
2,1988,8.400
0,2006,11.890
3,2006,3.430
4,2007,4.340
1,2008,7.360
5,2008,5.600
4,2014,7.070
0,2022,13.440
0,2027,12.270
5,2038,5.430
3,2047,4.400
4,2054,3.220
0,2055,14.430
1,2060,7.630
3,2064,3.190
5,2066,5.790
4,2069,7.140
2,2073,5.110
1,2085,8.330
0,2092,12.530
2,2098,5.640
3,2098,2.590
4,2103,3.410
0,2109,12.340
1,2110,8.440
6,2110,1.250
0,2127,12.380
2,2127,8.350
5,2135,8.210
1,2140,6.760
0,2142,11.660
3,2143,4.230
2,2149,7.900
5,2158,9.380
1,2161,7.720
0,2163,11.240
4,2163,1.260
3,2164,4.050
2,2179,7.320
0,2180,11.290
1,2188,8.080
6,2188,4.220
0,2195,12.340
3,2197,6.030
5,2197,7.090
1,2201,8.230
3,2214,5.450
5,2214,8.230
1,2217,8.610
0,2221,14.330
2,2230,9.160
6,2230,7.070
0,2235,11.200
5,2239,7.490
6,2247,2.440
1,2249,7.620
3,2254,5.640
3,2259,5.580
0,2266,11.020
1,2279,7.070
5,2280,5.390
0,2292,10.680
4,2294,3.320
6,2302,6.860
6,2305,4.860
5,2311,6.210
4,2312,5.640
3,2314,5.800
1,2320,6.710
6,2320,5.410
3,2329,4.420
5,2336,6.810
2,2337,7.210
0,2343,10.660
6,2344,5.400
0,2354,9.910
1,2355,6.320
3,2360,4.850
6,2360,5.090
2,2361,6.190
4,2379,4.240
1,2380,6.170
6,2384,6.860
1,2385,6.170
2,2393,5.960
3,2394,4.040
4,2395,6.250
0,2398,13.750
5,2410,6.060
2,2414,5.130
3,2414,4.850
6,2419,1.030
4,2429,6.020
0,2431,11.660
2,2435,4.630
4,2451,5.510
1,2455,8.070
3,2456,4.840
6,2459,4.150
0,2463,10.140
3,2467,5.810
2,2469,4.380
4,2477,4.810
4,2478,7.010
1,2481,7.950
5,2488,6.170
0,2490,10.170
3,2497,5.180
6,2505,4.050
4,2511,5.510
5,2515,6.160
1,2519,7.390
3,2520,3.130
0,2523,10.790
2,2523,3.440
6,2532,2.590
0,2541,10.160
5,2547,6.320
4,2550,5.690
1,2559,5.230
0,2566,11.470
5,2572,6.080
4,2573,3.820
0,2581,11.440
1,2593,4.100
3,2594,1.610
4,2609,4.660
0,2611,10.620
5,2613,5.290
1,2624,1.520
6,2627,1.370
4,2630,4.260
5,2634,6.110
3,2643,3.150
2,2644,3.250
0,2646,11.140
5,2650,6.430
4,2659,3.940
0,2660,11.200
6,2660,6.090
2,2666,2.290
2,2671,2.130
4,2679,3.800
5,2681,6.250
0,2685,11.840
3,2688,2.640
0,2694,11.290
5,2703,6.820
0,2707,11.190
6,2709,1.930
0,2720,11.130
0,2724,14.760
4,2724,1.540
3,2730,3.260
2,2744,1.880
0,2751,11.310
6,2753,3.050
5,2759,7.230
3,2760,3.510
5,2771,4.800
4,2772,3.000
0,2775,10.370
6,2776,3.340
2,2788,1.520
5,2791,5.180
3,2813,3.050
6,2814,4.070
0,2818,10.660
1,2820,1.070
5,2824,4.860
4,2831,4.500
0,2835,10.970
6,2838,4.000
3,2848,2.440
4,2848,4.710
5,2852,4.870
0,2859,11.700
6,2869,4.020
2,2875,1.130
5,2882,4.150
0,2885,10.660
4,2889,4.520
1,2891,1.150
6,2896,3.000
4,2908,6.860
0,2911,11.730
3,2916,3.690
4,2919,6.080
6,2924,2.310
4,2935,3.930
2,2936,5.560
5,2943,5.530
0,2946,11.910
3,2950,3.490
4,2952,7.770
6,2959,3.060
0,2967,12.850
5,2971,4.570
1,2975,1.510
2,2983,3.220
4,2985,4.900
0,2986,13.470
3,2987,3.380
6,2987,4.120
1,2996,3.350
5,2997,3.240
2,3002,3.400
3,3006,3.720
6,3006,3.390
0,3009,12.220
4,3029,1.520
5,3035,4.270
2,3049,4.570
1,3051,3.050
6,3055,3.750
3,3056,4.730
0,3060,12.050
5,3067,5.620
0,3077,11.630
2,3080,5.230
4,3081,3.580
6,3081,4.540
3,3082,5.840
5,3087,5.950
0,3089,11.740
1,3092,3.300
4,3098,2.790
2,3100,5.230
3,3108,5.710
0,3114,11.940
1,3117,3.860
4,3119,3.730
6,3123,4.210
5,3125,6.280
5,3129,6.710
2,3132,4.580
0,3134,12.290
1,3140,4.630
3,3148,4.500
4,3152,4.450
0,3157,13.630
6,3157,6.600
1,3163,3.820
6,3167,3.380
3,3168,5.330
2,3169,4.740
5,3179,6.410
4,3188,4.010
6,3190,2.670
0,3192,12.190
3,3195,4.720
1,3196,5.030
2,3203,3.440
4,3204,3.300
5,3205,6.650
2,3213,4.540
0,3216,14.870
4,3218,4.110
1,3219,4.440
5,3226,3.450
0,3227,12.590
6,3228,1.680
1,3240,5.330
2,3245,3.330
3,3247,3.050
4,3247,3.550
0,3252,13.260
4,3269,4.270
5,3273,3.820
0,3274,13.800
1,3276,7.010
3,3278,3.470
6,3278,5.970
2,3282,4.740
0,3297,12.590
6,3301,3.990
2,3310,4.680
3,3311,3.940
1,3312,6.930
5,3312,5.010
6,3312,3.080
4,3319,3.380
0,3322,12.810
2,3334,6.550
5,3334,7.970
4,3340,5.660
1,3341,6.210
6,3353,4.080
3,3360,3.650
2,3362,7.130
1,3364,9.680
0,3371,15.080
5,3371,6.040
4,3373,3.940
5,3377,6.650
3,3381,4.040
2,3383,7.420
6,3383,3.810
0,3389,14.740
4,3398,5.120
1,3399,6.930
2,3399,8.750
6,3399,4.180
0,3409,13.290
3,3409,4.070
5,3416,5.480
4,3420,4.080
6,3425,4.210
2,3432,9.070
0,3434,12.350
1,3435,7.620
5,3437,6.140
3,3448,6.710
4,3448,6.680
2,3454,7.620
6,3459,3.180
4,3463,5.110
0,3465,12.570
3,3465,6.690
2,3466,8.670
1,3469,7.250
5,3469,7.100
0,3478,16.100
2,3483,6.780
1,3486,7.210
6,3487,3.060
2,3502,7.700
5,3506,6.320
4,3507,7.260
6,3513,3.220
1,3514,8.380
4,3530,6.190
5,3531,8.220
3,3533,9.800
1,3536,8.600
0,3542,15.410
6,3547,3.580
0,3551,14.030
3,3558,9.840
2,3559,6.340
1,3560,8.270
3,3572,7.020
0,3574,12.550
2,3574,5.790
6,3576,2.950
4,3577,6.100
5,3587,7.830
0,3590,12.460
2,3593,5.980
1,3604,11.710
6,3606,5.990
5,3607,7.620
4,3611,4.080
0,3613,10.720
5,3613,6.140
1,3615,15.460
0,3623,11.560
0,3629,9.930
4,3636,4.100
6,3638,5.130
1,3642,10.000
5,3642,6.070
2,3652,6.100
0,3655,7.970
1,3658,9.510
0,3661,10.130
6,3665,9.120
2,3671,4.320
1,3673,9.410
4,3676,3.720
3,3677,11.810
5,3679,7.270
6,3679,6.690
3,3688,10.150
0,3695,10.110
4,3700,3.120
2,3702,4.760
6,3702,6.140
1,3703,8.510
1,3709,11.510
2,3714,5.100
6,3717,5.740
0,3726,12.950
5,3730,9.550
4,3733,3.590
0,3736,10.600
6,3742,7.490
2,3744,6.840
1,3745,9.410
3,3745,5.190
6,3754,6.610
1,3757,9.610
0,3767,10.590
5,3772,8.650
4,3773,5.550
0,3796,12.870
5,3796,9.480
2,3798,7.620
4,3798,7.950
5,3813,9.810
6,3815,5.140
0,3817,11.650
4,3820,9.100
1,3822,11.310
2,3823,8.060
3,3824,9.830
0,3829,11.750
6,3831,5.590
5,3835,7.830
2,3843,8.320
4,3851,7.710
0,3857,12.090
5,3857,8.510
1,3865,9.560
4,3872,9.630
5,3878,5.860
1,3879,8.240
0,3881,13.200
4,3893,11.130
1,3895,8.040
4,3906,10.470
3,3908,4.480
5,3909,7.540
0,3910,14.850
1,3912,8.490
5,3912,8.180
3,3916,5.270
6,3928,13.580
1,3933,7.360
0,3936,14.180
2,3936,5.780
4,3937,7.180
5,3938,8.530
3,3942,5.020
0,3946,15.100
2,3956,6.190
5,3961,8.880
0,3967,15.320
3,3970,4.650
0,3975,12.890
1,3984,7.530
5,3989,8.200
2,3990,7.600
4,3994,10.250
0,3996,14.780
3,4002,4.760
1,4009,6.170
1,4016,8.270
5,4017,8.130
4,4019,10.590
2,4020,7.600
3,4022,5.110
6,4026,12.340
0,4033,13.920
5,4034,6.990
2,4041,6.290
3,4043,6.310
4,4043,9.760
1,4044,6.360
5,4053,8.240
0,4061,13.520
3,4069,5.720
4,4072,8.010
2,4073,6.700
5,4077,7.440
6,4081,14.450
1,4083,5.970
3,4086,6.700
0,4094,14.770
4,4101,9.450
5,4102,8.890
6,4104,14.820
1,4108,8.380
0,4109,12.670
3,4118,6.420
6,4126,16.020
1,4132,7.640
0,4134,13.930
3,4134,5.110
4,4134,8.680
5,4137,8.860
3,4147,4.720
6,4150,14.550
5,4152,9.450
0,4154,12.590
1,4154,5.930
4,4163,9.510
2,4167,9.980
1,4171,7.630
4,4175,6.140
0,4176,14.620
2,4176,8.460
6,4176,13.720
5,4177,8.890
1,4180,9.020
3,4183,3.060
6,4195,13.720
0,4198,14.580
4,4200,9.230
5,4211,13.020
2,4214,6.470
0,4218,14.200
6,4218,15.310
3,4224,3.730
0,4235,12.460
4,4236,9.560
2,4242,7.130
0,4245,12.400
5,4249,10.180
3,4253,8.200
1,4267,8.500
0,4269,10.760
4,4270,9.540
3,4271,6.230
6,4272,12.930
4,4284,8.570
2,4286,6.480
0,4289,11.140
1,4290,7.750
3,4295,5.320
2,4297,5.240
4,4301,8.610
6,4306,13.700
0,4307,11.630
3,4314,6.200
5,4315,10.620
2,4318,6.630
4,4321,7.750
1,4324,9.130
0,4326,12.110
3,4327,5.760
5,4335,8.720
1,4337,8.460
4,4351,7.690
0,4353,12.440
6,4359,13.710
3,4362,6.510
1,4371,8.410
0,4372,13.000
4,4375,7.400
6,4376,16.260
2,4377,9.540
0,4392,15.400
1,4392,10.330
3,4395,6.810
4,4396,5.970
6,4401,14.780
1,4413,11.200
5,4414,7.900
4,4415,7.090
0,4423,12.430
3,4425,5.730
6,4430,12.110
5,4434,9.090
1,4443,11.560
3,4445,7.650
4,4445,8.250
6,4459,11.480
0,4463,15.100
4,4464,4.660
1,4468,10.830
3,4472,7.560
6,4486,14.760
1,4492,10.520
2,4493,8.720
5,4496,7.330
4,4501,7.840
0,4502,12.120
3,4509,6.110
1,4514,9.040
0,4515,15.010
2,4515,8.170
2,4526,7.210
1,4529,10.830
6,4537,11.830
2,4545,7.200
3,4547,7.080
0,4548,11.590
1,4558,7.880
0,4564,11.500
2,4571,7.200
3,4571,7.130
0,4578,11.410
2,4584,7.610
3,4594,8.740
5,4595,7.960
2,4596,8.450
1,4604,8.890
0,4610,11.720
5,4618,9.480
5,4628,6.600
1,4642,7.050
0,4645,10.670
2,4653,8.850
0,4665,11.700
3,4672,7.900
0,4683,12.370
3,4685,9.250
4,4685,9.640
2,4686,8.860
0,4697,11.800
5,4701,8.490
2,4706,8.090
1,4708,7.620
1,4709,7.500
5,4712,9.170
0,4716,14.260
0,4727,10.510
1,4733,7.240
4,4737,8.020
2,4744,7.990
0,4746,11.670
3,4757,8.640
1,4758,8.040
5,4760,8.560
0,4762,11.850
4,4764,9.760
3,4772,7.620
2,4776,8.010
0,4784,10.970
4,4784,8.090
1,4788,7.280
2,4797,7.570
0,4800,10.640
5,4813,8.210
0,4826,12.600
0,4852,12.960
1,4868,5.940
0,4876,15.970
2,4877,8.520
4,4878,7.920
0,4880,11.430
1,4898,6.020
2,4900,8.120
4,4900,8.690
6,4904,12.560
0,4906,12.410
4,4913,7.720
0,4926,10.990
6,4929,11.830
0,4943,11.270
6,4957,10.520
0,4961,12.560
2,4970,7.030
4,4970,5.850
6,4972,9.910
2,4984,6.280
0,4998,10.910
5,5003,4.310
2,5005,6.680
4,5008,4.450
2,5016,6.400
1,5022,0.000
0,5031,11.770
6,5035,7.920
0,5046,10.130
0,5073,11.670
2,5086,5.580
4,5087,2.700
0,5090,13.480
0,5114,12.910
6,5114,8.940
2,5120,4.200
2,5124,4.600
0,5128,14.090
6,5147,10.530
6,5161,11.060
0,5162,11.660
3,5177,2.030
2,5178,4.980
6,5180,6.190
0,5187,10.770
1,5201,5.410
6,5204,9.130
2,5223,5.790
0,5226,10.250
6,5226,7.460
0,5227,7.520
1,5246,8.030
2,5248,5.540
6,5254,7.260
4,5263,3.770
6,5264,5.840
2,5272,5.840
5,5277,1.320
5,5280,2.670
0,5281,7.510
6,5285,5.230
2,5290,7.700
1,5292,2.810
4,5315,3.710
6,5323,1.980
2,5325,5.280
3,5350,5.410
0,5356,9.140
5,5368,3.910
0,5374,6.750
4,5375,3.940
0,5388,7.720
2,5395,2.710
0,5415,6.960
6,5422,1.540
1,5432,1.520
3,5432,4.690
2,5437,2.150
0,5438,7.500
4,5450,3.150
3,5466,5.090
0,5468,8.810
1,5480,1.180
0,5488,8.000
2,5492,1.510
0,5504,8.070
3,5509,5.360
0,5526,8.180
5,5530,0.000
6,5540,1.120
4,5544,3.180
0,5549,8.460
3,5552,2.690
2,5555,1.610
4,5561,2.790
0,5564,9.050
3,5577,2.100
3,5579,0.200
1,5589,2.630
0,5591,10.000
0,5620,10.570
1,5628,2.270
4,5632,1.070
6,5638,1.440
0,5641,11.200
0,5666,12.190
5,5679,1.390
0,5682,12.860
6,5692,1.520
3,5698,1.820
0,5705,12.330
1,5713,2.160
5,5736,0.870
0,5757,11.190
1,5791,2.230
6,5795,2.650
4,5796,1.520
3,5804,2.670
1,5812,2.330
0,5815,12.220
0,5818,14.360
0,5831,11.960
5,5838,2.290
3,5843,1.300
4,5858,0.990
0,5871,11.760
6,5876,1.930
1,5882,3.200
0,5894,12.840
0,5904,12.590
5,5931,3.330
0,5941,12.380
0,5960,10.680
6,5960,2.050
4,5973,2.390
5,5973,2.970
2,5981,1.520
0,5985,9.280
4,5990,3.400
1,6003,3.940
5,6010,3.230
0,6021,10.860
1,6026,2.060
2,6028,1.520
0,6047,11.720
3,6053,3.730
2,6073,2.580
4,6079,4.070
6,6079,7.490
0,6084,11.150
5,6086,1.690
0,6113,13.940
1,6114,4.500
5,6121,2.060
4,6132,4.320
0,6134,11.070
5,6138,1.570
1,6147,4.570
0,6167,11.060
1,6167,4.870
6,6168,3.240
0,6174,10.780
0,6186,11.890
1,6195,4.080
6,6206,1.920
0,6209,12.160
2,6210,2.690
0,6231,12.190
5,6245,2.690
2,6247,5.210
6,6265,1.660
0,6271,13.530
1,6272,2.480
0,6296,12.060
3,6303,6.470
5,6311,2.250
1,6314,2.950
0,6319,12.590
0,6331,12.920
0,6349,10.680
6,6357,2.230
5,6360,1.910
1,6367,3.370
0,6368,12.440
3,6369,3.910
3,6378,2.940
0,6384,14.300
1,6402,3.050
3,6405,2.330
1,6415,0.000
0,6416,12.620
4,6417,2.140
6,6439,1.500
1,6445,3.050
0,6446,9.040
0,6447,13.020
3,6449,3.540
5,6462,3.330
4,6463,4.430
2,6470,2.480
0,6487,13.360
2,6499,2.260
6,6499,1.500
0,6516,12.450
5,6520,2.580
4,6522,4.670
0,6535,14.440
5,6541,3.150
6,6543,2.690
0,6563,13.370
4,6566,2.830
0,6587,13.080
5,6589,4.980
1,6592,2.540
2,6596,5.120
2,6616,3.470
5,6622,0.000
0,6626,15.230
1,6626,3.980
0,6630,14.960
3,6632,5.240
5,6635,4.450
2,6645,1.520
0,6652,12.740
1,6654,13.440
1,6659,3.880
3,6665,5.540
5,6666,2.940
4,6669,3.940
2,6684,2.220
0,6690,13.620
1,6693,4.840
2,6703,3.120
4,6721,3.060
3,6724,6.210
6,6725,9.480
1,6726,3.990
0,6728,13.440
0,6751,11.040
1,6754,5.210
5,6758,1.670
0,6769,12.750
3,6769,6.080
4,6785,3.670
3,6788,7.000
1,6789,4.520
2,6796,2.900
0,6810,11.520
3,6817,8.690
5,6817,3.050
1,6826,5.370
6,6830,11.750
0,6831,13.060
2,6831,4.880
5,6839,1.620
0,6852,11.940
1,6854,5.370
3,6860,6.430
0,6870,10.110
2,6877,3.850
1,6879,5.710
5,6896,2.080
4,6901,4.010
0,6902,10.270
1,6903,5.840
3,6903,5.310
4,6916,3.790
2,6921,4.240
0,6924,10.300
3,6925,5.030
2,6931,4.220
1,6940,4.990
0,6944,11.590
5,6955,1.750
0,6966,0.000
4,6966,2.800
1,6970,5.430
0,6979,10.150
5,6980,2.060
6,6992,15.370
3,6996,4.210
1,7003,5.710
6,7009,14.450
4,7020,3.590
5,7023,2.720
0,7024,9.510
3,7026,3.420
6,7027,12.820
1,7038,4.450
0,7045,7.500
4,7049,4.300
2,7067,1.250
3,7071,1.910
0,7074,9.200
0,7084,8.530
5,7093,3.050
2,7095,4.430
1,7096,2.640
4,7096,6.790
0,7101,9.140
3,7109,3.090
6,7117,12.100
0,7121,9.730
4,7122,3.060
6,7128,11.460
0,7134,6.960
5,7138,3.300
1,7139,3.210
2,7141,1.980
4,7145,4.830
6,7149,10.360
0,7157,7.620
5,7165,3.790
3,7172,4.160
1,7177,4.640
4,7178,3.390
6,7183,9.850
0,7198,9.940
6,7199,9.160
3,7200,4.930
5,7203,3.160
1,7214,4.320
0,7218,13.130
0,7224,10.040
6,7226,9.100
4,7227,4.580
2,7231,1.580
3,7234,4.750
3,7239,4.170
0,7241,10.190
1,7241,5.560
0,7255,10.670
4,7259,5.180
5,7262,4.080
1,7264,5.350
2,7268,1.680
4,7276,3.240
0,7286,11.220
6,7297,3.910
5,7298,4.470
3,7300,4.560
4,7304,4.060
1,7307,5.250
6,7307,2.350
0,7312,10.000
0,7336,10.240
4,7343,3.860
0,7345,12.910
2,7345,2.210
1,7347,4.880
5,7347,3.550
0,7348,9.890
3,7362,3.320
4,7365,3.840
0,7373,12.800
6,7384,0.540
1,7399,1.890
5,7399,2.250
3,7400,0.520
0,7405,12.490
2,7417,1.840
0,7418,11.360
4,7419,4.730
6,7438,3.600
0,7444,11.540
4,7454,2.930
2,7456,0.680
0,7465,12.430
0,7475,10.680
4,7494,2.820
0,7502,12.240
3,7506,1.660
6,7506,2.370
0,7517,12.200
4,7536,2.050
5,7539,0.520
0,7553,10.520
3,7567,2.800
2,7571,1.730
1,7574,4.300
0,7577,10.780
6,7578,2.250
4,7585,4.100
1,7595,4.870
0,7597,11.030
5,7604,2.690
6,7605,2.670
3,7614,4.270
4,7619,3.050
2,7622,1.090
1,7625,5.330
0,7627,8.610
3,7643,2.320
4,7644,2.970
6,7645,2.220
0,7646,8.710
5,7649,0.000
5,7663,2.000
0,7670,9.270
0,7679,7.960
3,7685,2.820
2,7686,0.550
5,7695,2.150
6,7696,1.250
0,7716,8.170
0,7717,8.560
1,7717,8.390
0,7727,7.620
1,7735,3.030
0,7743,6.650
4,7752,1.530
2,7758,1.520
0,7764,5.700
3,7764,1.240
6,7771,1.510
5,7773,2.650
1,7781,3.050
0,7784,7.600
0,7812,8.030
3,7818,0.550
5,7820,2.940
6,7825,1.240
1,7830,0.800
0,7836,8.670
5,7865,3.030
0,7879,9.910
0,7883,9.260
6,7893,2.380
3,7895,3.220
6,7902,2.800
0,7906,10.360
5,7921,5.030
1,7924,1.520
6,7933,3.050
3,7935,5.110
0,7944,9.350
1,7960,2.070
6,7960,1.860
6,7964,3.050
0,7967,9.250
5,7975,4.010
0,7983,10.060
6,7983,1.920
5,8004,3.690
3,8007,3.140
0,8018,10.290
1,8025,4.880
6,8026,1.920
6,8032,3.200
0,8036,12.930
6,8037,1.800
6,8037,1.780
4,8039,2.670
1,8048,5.930
0,8052,12.960
0,8075,13.910
6,8075,2.180
4,8081,4.810
5,8082,2.290
0,8101,12.270
5,8115,3.040
0,8116,13.880
0,8134,13.610
6,8136,1.940
5,8142,3.400
4,8157,7.360
0,8159,11.820
6,8170,2.970
5,8177,4.470
0,8189,13.590
4,8193,5.820
6,8193,0.930
0,8225,12.990
4,8237,5.070
0,8243,12.450
0,8258,12.450
4,8263,5.330
0,8287,11.160
5,8300,4.040
0,8322,11.560
0,8342,12.200
0,8369,9.320
2,8381,1.480
0,8395,10.130
0,8435,10.520
0,8452,9.760
0,8482,11.000
0,8506,11.920
0,8533,12.500
0,8549,11.910
0,8573,11.130
0,8603,12.720
0,8625,11.770
0,8651,11.730
0,8687,10.590
0,8704,10.940
0,8727,11.860
0,8747,13.990
0,8766,13.990
0,8778,13.460
